category,recipient_legal_name,business_number,city,province,n_grants,total_cad,first_year,last_year,example_funder,receipt_description_snippet,receipt_ref_number,entity_id,match_method,entity_kind,bn_root,latest_revenue,fiscal_period_end
emergency_shelter,North End Women's Centre Inc.,,Winnipeg,MB,1,400000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00242,146313,unmatched_new,other_org,,,
transitional_housing,Un toit pour elles,,Montréal,QC,1,390057.0,2021,2021,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"This 30-month project will promote a feminist response to and recovery from the current impact of COVID-19 through systemic change. To achieve this goal, Un toit pour elles plans (1) to train a group of women survivors t",001-2021-2022-Q2-00045,90173,fuzzy_accept,charity,706288685,279518.0,2024-03-31
supportive_housing,RESET SOCIETY OF CALGARY,898215884,Calgary | Calgary,AB,1,383500.0,2023,2023,Department of Justice Canada | Ministère de la Justice Canada,The organization will offer a program for women and girls wanting to exit sexual exploitation and sex trafficking. The program will provide a trauma-informed three-phase continuum of services that includes safe-rapid exi,119-2023-2024-Q3-00036,79427,exact_bn,charity,898215884,1517460.0,2024-03-31
emergency_shelter,Safehope Home,,Ajax,ON,1,364210.0,2024,2024,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"Through this 19-month project, Safehope Home will build its capacity to advance gender equality. It will address the need to 1) better align services for survivors of human trafficking and sexual exploitation in the Grea",001-2024-2025-Q2-00006,85655,fuzzy_accept,charity,778712521,1008102.0,2024-03-31
supportive_housing,The Behavioural Health Foundation,,St. Norbert,MB,1,325000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00239,27996,exact_bn,charity,129333027,5235370.0,2024-03-31
supportive_housing,St. Catharines Resource Service for Youth,,St. Catherines,ON,1,325000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00216,263358,unmatched_new,other_org,,,
emergency_shelter,St. Catharines Resource Service for Youth,,St. Catherines,ON,1,325000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00216,263358,unmatched_new,other_org,,,
emergency_shelter,The Behavioural Health Foundation,,St. Norbert,MB,1,325000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00239,27996,exact_bn,charity,129333027,5235370.0,2024-03-31
supportive_housing,Horizon Housing Society,,Calgary,AB,1,319679.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00092,263355,unmatched_new,other_org,,,
emergency_shelter,Horizon Housing Society,,Calgary,AB,1,319679.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00092,26523,exact_bn,charity,121963573,21099298.0,2024-03-31
supportive_housing,Saint Leonard's Society of Nova Scotia,,Dartmouth,NS,1,319000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00062,7623,exact_bn,charity,108027590,8465852.0,2024-03-31
emergency_shelter,Saint Leonard's Society of Nova Scotia,,Dartmouth,NS,1,319000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00062,7623,exact_bn,charity,108027590,8465852.0,2024-03-31
supportive_housing,Opportunities Niagara,,St. Catherines,ON,1,310000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00268,336597,unmatched_new,other_org,,,
emergency_shelter,Opportunities Niagara,,St. Catherines,ON,1,310000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00268,336597,unmatched_new,other_org,,,
supportive_housing,Vancouver Aboriginal Friendship Centre Society,,Vancouver,BC,1,300000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00032,79419,exact_bn,charity,898202833,16254195.0,2024-03-31
supportive_housing,The Wood's Homes Foundation,,Calgary,AB,1,300000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00253,150577,unmatched_new,other_org,,,
emergency_shelter,Central Okanagan Emergency Shelter Society,,Kelowna,BC,1,300000.0,2021,2021,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"This 29-month project will support a feminist response and recovery from the current impacts of COVID-19, through systemic change.  The Central Okanagan Emergency Shelter Society will achieve this by expanding an early i",001-2021-2022-Q4-00021,11356,fuzzy_accept,charity,118843473,3979971.0,2024-03-31
emergency_shelter,Vancouver Aboriginal Friendship Centre Society,,Vancouver,BC,1,300000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00032,79419,exact_bn,charity,898202833,16254195.0,2024-03-31
emergency_shelter,The Wood's Homes Foundation,,Calgary,AB,1,300000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00253,150577,unmatched_new,other_org,,,
emergency_shelter,Kamloops and District Elizabeth Fry Society,,Kamloops,BC,1,300000.0,2021,2021,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"This 29-month project will support a feminist response and recovery from the current impacts of COVID-19, through systemic change. Kamloops and District Elizabeth Fry Society will achieve this by building a roundtable of",001-2021-2022-Q3-00024,4837,fuzzy_accept,charity,107556086,3043060.0,2024-03-31
emergency_shelter,Central Okanagan Emergency Shelter Society (o/a Kelowna Women's Shelter),,Kelowna,BC,1,293318.0,2024,2024,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"Through this 20-month project, Central Okanagan Emergency Shelter Society will conduct research that will help improve GBV services for at-risk groups. It will address the knowledge gap regarding brain injuries resulting",001-2024-2025-Q2-00139,140319,unmatched_new,other_org,,,
supportive_housing,Mission Old Brewery Mission (La Taverne),,Montréal,QC,1,262590.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00155,146272,unmatched_new,other_org,,,
emergency_shelter,Mission Old Brewery Mission (La Taverne),,Montréal,QC,1,262590.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00155,146272,unmatched_new,other_org,,,
supportive_housing,Vineyard Christian Fellowship Winnipeg Centre Inc.,,Winnipeg,MB,1,250000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00002,214857,unmatched_new,other_org,,,
supportive_housing,Voyageur Club of Saskatoon Incorporated,,Saskatoon,SK,1,250000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00128,245920,unmatched_new,other_org,,,
emergency_shelter,Vineyard Christian Fellowship Winnipeg Centre Inc.,,Winnipeg,MB,1,250000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00002,214857,unmatched_new,other_org,,,
emergency_shelter,Voyageur Club of Saskatoon Incorporated,,Saskatoon,SK,1,250000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00128,245920,unmatched_new,other_org,,,
supportive_housing,Prince Albert Metis Women's Association Inc.,,Prince Albert,SK,1,246720.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00108,62528,exact_bn,charity,880785894,1982648.0,2024-03-31
emergency_shelter,Prince Albert Metis Women's Association Inc.,,Prince Albert,SK,1,246720.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00108,62528,exact_bn,charity,880785894,1982648.0,2024-03-31
supportive_housing,Victoria Women's Transition House Society,,Victoria,BC,1,244000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00073,214795,unmatched_new,other_org,,,
emergency_shelter,Victoria Women's Transition House Society,,Victoria,BC,1,244000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00073,214795,unmatched_new,other_org,,,
supportive_housing,L'Arrêt-Source Inc,,Montréal,QC,1,235322.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00253,202878,unmatched_new,other_org,,,
emergency_shelter,L'Arrêt-Source Inc,,Montréal,QC,1,235322.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00253,202878,unmatched_new,other_org,,,
supportive_housing,Women's Place ( St. Catharines and District ) Inc.,,St. Catharines,ON,1,227949.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00034,241185,unmatched_new,other_org,,,
emergency_shelter,Women's Place ( St. Catharines and District ) Inc.,,St. Catharines,ON,1,227949.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00034,241185,unmatched_new,other_org,,,
transitional_housing,Book Club for Inmates,804170009RT0001,Toronto,ON,1,225930.0,2020,2020,Public Safety Canada | Sécurité publique Canada,"The Book Clubs for Inmates (BCFI) is a national organization with 36 book clubs in penitentiaries, healing lodges and transitional housing across Canada that are run by approximately 130 volunteers.  BCFI organizes and a",214-2020-2021-Q1-0004,304927,unmatched_new,other_org,,,
supportive_housing,Lookout Emergency Aid Society,,Vancouver,BC,1,223245.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00024,146902,unmatched_new,other_org,,,
emergency_shelter,Lookout Emergency Aid Society,,Vancouver,BC,1,223245.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00024,146902,unmatched_new,other_org,,,
supportive_housing,The Governing Council of the Salvation Army in Canada,,St. John's,NL,3,219338.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00187,146268,unmatched_new,other_org,,,
emergency_shelter,The Governing Council of the Salvation Army in Canada,,St. John's,NL,3,219338.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00187,6930,exact_bn,charity,107951618,447589.0,2024-03-31
supportive_housing,Auberge communautaire du Sud-Ouest,,Montréal,QC,2,216000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00380,146967,unmatched_new,other_org,,,
emergency_shelter,Auberge communautaire du Sud-Ouest,,Montréal,QC,2,216000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00380,146967,unmatched_new,other_org,,,
supportive_housing,Samaritan House Ministries Inc.,,Brandon,MB,1,211484.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00295,146485,unmatched_new,other_org,,,
emergency_shelter,Samaritan House Ministries Inc.,,Brandon,MB,1,211484.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00295,146485,unmatched_new,other_org,,,
supportive_housing,Kingston Home Base Non-Profit Housing Inc.,,Kingston,ON,1,206062.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00090,28048,exact_bn,charity,129397709,9374989.0,2024-12-31
emergency_shelter,Kingston Home Base Non-Profit Housing Inc.,,Kingston,ON,1,206062.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00090,28048,exact_bn,charity,129397709,9374989.0,2024-12-31
supportive_housing,Nova Vita Domestic Violence Prevention Services,,Brantford,ON,2,200737.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q1-00335,146243,unmatched_new,other_org,,,
emergency_shelter,Nova Vita Domestic Violence Prevention Services,,Brantford,ON,2,200737.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q1-00335,146243,unmatched_new,other_org,,,
housing_first,"SOMERS, Julian",,Burnaby,BC,1,200000.0,2015,2015,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,"Expanding ""Housing First"" for homeless adults in Metro Vancouver:  an evaluation of the Homeless Partnering Strategy",236-2014-2015-Q4-00229,239450,unmatched_new,other_org,,,
supportive_housing,St. James Community Service Society,,Vancouver,BC,1,200000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00058,150615,unmatched_new,other_org,872672514,,
supportive_housing,The Bethlehem Not-For-Profit Housing Projects of Niagara,,St. Catharines,ON,1,200000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00037,318948,unmatched_new,other_org,,,
emergency_shelter,The Bethlehem Not-For-Profit Housing Projects of Niagara,,St. Catharines,ON,1,200000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00037,318948,unmatched_new,other_org,,,
emergency_shelter,St. James Community Service Society,,Vancouver,BC,1,200000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00058,150615,unmatched_new,other_org,872672514,,
supportive_housing,"HOGG, Robert S",,Burnaby,BC,1,199910.0,2013,2013,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,A mixed method evaluation of a supportive housing intervention for people living with HIV and at risk of homelessness,236-2012-2013-Q4-00901,167858,unmatched_new,other_org,,,
supportive_housing,Last Door Recovery Society,,New Westminster,BC,1,198293.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00359,189551,unmatched_new,other_org,,,
emergency_shelter,Last Door Recovery Society,,New Westminster,BC,1,198293.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00359,189551,unmatched_new,other_org,,,
supportive_housing,Mission bon accueil,,Montréal,QC,1,189000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00113,146956,unmatched_new,other_org,108195214,,
emergency_shelter,Mission bon accueil,,Montréal,QC,1,189000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00113,146956,unmatched_new,other_org,108195214,,
emergency_shelter,Manitoba Association of Women's Shelters Inc.,,Winkler,MB,1,181908.0,2025,2025,Public Safety Canada | Sécurité publique Canada,"This project aims to educate Manitoba’s gender-based violence emergency shelter staff, their service users, and the general public about “Red Flag” laws, focusing on how these laws can help prevent firearm-related harm. ",088-2025-2026-Q3-00024,62529,fuzzy_accept,charity,880786892,1225454.0,2024-03-31
supportive_housing,Réseau habitation femmes de Montréal,,Montréal,QC,1,180000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00127,146269,unmatched_new,other_org,893243568,,
emergency_shelter,Réseau habitation femmes de Montréal,,Montréal,QC,1,180000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00127,146269,unmatched_new,other_org,893243568,,
supportive_housing,Sunshine Society of Christian Community Services,,Calgary,AB,1,175000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00207,202656,unmatched_new,other_org,,,
supportive_housing,Andrews Street Family Centre Inc.,,Winnipeg,MB,1,175000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00272,79211,exact_bn,charity,897833885,1398595.0,2024-03-31
emergency_shelter,Andrews Street Family Centre Inc.,,Winnipeg,MB,1,175000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00272,79211,exact_bn,charity,897833885,1398595.0,2024-03-31
emergency_shelter,Sunshine Society of Christian Community Services,,Calgary,AB,1,175000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00207,202656,unmatched_new,other_org,,,
supportive_housing,Centre Sida Amitié,,Saint-Jérôme,QC,1,170000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q1-00469,27146,exact_bn,charity,125183046,875717.0,2024-03-31
emergency_shelter,Centre Sida Amitié,,Saint-Jérôme,QC,1,170000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q1-00469,202879,unmatched_new,other_org,,,
supportive_housing,La Maison Marguerite de Montréal Inc.,,Montréal,QC,1,166528.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00047,332156,unmatched_new,other_org,,,
emergency_shelter,La Maison Marguerite de Montréal Inc.,,Montréal,QC,1,166528.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00047,332156,unmatched_new,other_org,,,
supportive_housing,Mission Old Brewery,,Montréal,QC,2,161400.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00034,146350,unmatched_new,other_org,,,
emergency_shelter,Mission Old Brewery,,Montréal,QC,2,161400.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00034,146350,unmatched_new,other_org,,,
supportive_housing,Corporation Maison Lucien L'Allier,,Montréal,QC,1,158577.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00026,209682,unmatched_new,other_org,,,
emergency_shelter,Corporation Maison Lucien L'Allier,,Montréal,QC,1,158577.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00026,209682,unmatched_new,other_org,,,
supportive_housing,Regina Rescue Mission Inc.,,Regina,SK,1,150120.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00063,146341,unmatched_new,other_org,,,
emergency_shelter,Regina Rescue Mission Inc.,,Regina,SK,1,150120.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00063,146341,unmatched_new,other_org,,,
supportive_housing,Réseau d'habitation communautaire de la Mauricie,,Trois-Rivières,QC,1,150000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00241,150925,unmatched_new,other_org,898005517,,
emergency_shelter,Réseau d'habitation communautaire de la Mauricie,,Trois-Rivières,QC,1,150000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00241,150925,unmatched_new,other_org,898005517,,
supportive_housing,L'Aiguillage,,Vaudreuil-Dorion,QC,1,145000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00032,146698,unmatched_new,other_org,,,
emergency_shelter,L'Aiguillage,,Vaudreuil-Dorion,QC,1,145000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00032,146698,unmatched_new,other_org,,,
emergency_shelter,THE CANADIAN RED CROSS SOCIETY,,Ottawa | Ottawa,ON,1,138339.75,2024,2024,Global Affairs Canada | Affaires mondiales Canada,"July 2024 – Starting on July 1st, 2024, hurricane Beryl swept through the Caribbean as a category 4 hurricane, causing significant destruction particularly in Grenada, Saint Vincent and the Grenadines, as well as Jamaica",064-2024-2025-Q2-00396,22846,exact_bn,charity,119219814,442356566.0,2024-03-31
supportive_housing,Young Women's Christian Organization of Prince Albert,,Prince Albert,SK,1,135931.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00048,146257,unmatched_new,other_org,,,
emergency_shelter,Young Women's Christian Organization of Prince Albert,,Prince Albert,SK,1,135931.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00048,146257,unmatched_new,other_org,,,
supportive_housing,The Calgary John Howard Society,,Calgary,AB,1,131130.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00072,144831,unmatched_new,other_org,010754244,,
emergency_shelter,The Calgary John Howard Society,,Calgary,AB,1,131130.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00072,144831,unmatched_new,other_org,010754244,,
