category,recipient_legal_name,business_number,city,province,n_grants,total_cad,first_year,last_year,example_funder,receipt_description_snippet,receipt_ref_number,entity_id,match_method,entity_kind,bn_root,latest_revenue,fiscal_period_end
emergency_shelter,Youth Opportunities Unlimited,,London,ON,2,71927.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00288,146368,unmatched_new,other_org,,,
supportive_housing,Street Connection,,London,ON,1,70589.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00127,241220,unmatched_new,other_org,,,
emergency_shelter,Street Connection,,London,ON,1,70589.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00127,241220,unmatched_new,other_org,,,
supportive_housing,Moncton Youth Residences Inc.,,Moncton,NB,2,69700.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00223,189510,unmatched_new,other_org,,,
emergency_shelter,Moncton Youth Residences Inc.,,Moncton,NB,2,69700.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00223,189510,unmatched_new,other_org,,,
emergency_shelter,Women’s Shelters Canada | Hébergement femmes Canada,,Ottawa,ON,1,69245.0,2019,2019,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"This 60-month project will test the Community Safety Circle – a program that brings together service providers to create survivor-led, customized safety and support plans – as a promising practice in order to provide gre",001-2019-2020-Q4-00024,103846,unmatched_new,other_org,,,
supportive_housing,Carrefour Familial Hochelaga,,Montréal,QC,1,65000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00009,136800,unmatched_new,other_org,,,
emergency_shelter,Carrefour Familial Hochelaga,,Montréal,QC,1,65000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00009,136800,unmatched_new,other_org,,,
supportive_housing,The London Coffee House Program,,London,ON,1,63812.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00049,332157,unmatched_new,other_org,,,
emergency_shelter,The London Coffee House Program,,London,ON,1,63812.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00049,332157,unmatched_new,other_org,,,
supportive_housing,Kamloops Kiwanis House Society,,Kamloops,BC,1,62691.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00130,336588,unmatched_new,other_org,,,
emergency_shelter,Kamloops Kiwanis House Society,,Kamloops,BC,1,62691.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00130,336588,unmatched_new,other_org,,,
supportive_housing,The Brock Street Mission - Peterborough,,Peterborough,ON,1,60500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00104,202614,unmatched_new,other_org,,,
emergency_shelter,The Brock Street Mission - Peterborough,,Peterborough,ON,1,60500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00104,202614,unmatched_new,other_org,,,
supportive_housing,Springs of Living Water Centre Inc.,,Winnipeg,MB,1,60000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00250,344185,unmatched_new,other_org,,,
emergency_shelter,Springs of Living Water Centre Inc.,,Winnipeg,MB,1,60000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00250,344185,unmatched_new,other_org,,,
supportive_housing,"Mental Health Association, Regina Branch Inc.",,Regina,SK,1,59500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00232,58181,exact_bn,charity,868929654,860831.0,2024-03-31
emergency_shelter,"Mental Health Association, Regina Branch Inc.",,Regina,SK,1,59500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00232,58181,exact_bn,charity,868929654,860831.0,2024-03-31
supportive_housing,CS/RESORS Consulting Ltd.,,Vancouver,BC,2,59261.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00161,316676,unmatched_new,other_org,,,
emergency_shelter,CS/RESORS Consulting Ltd.,,Vancouver,BC,2,59261.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00161,316676,unmatched_new,other_org,,,
supportive_housing,Aids Society of Kamloops,,Kamloops,BC,1,57068.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00114,202642,unmatched_new,other_org,,,
emergency_shelter,Aids Society of Kamloops,,Kamloops,BC,1,57068.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00114,202642,unmatched_new,other_org,,,
supportive_housing,Aids Committee of London,,London,ON,1,56146.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00048,150836,unmatched_new,other_org,,,
emergency_shelter,Aids Committee of London,,London,ON,1,56146.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00048,150836,unmatched_new,other_org,,,
supportive_housing,"Main Street Project, Inc.",,Winnipeg,MB,1,53590.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00256,189517,unmatched_new,other_org,,,
emergency_shelter,"Main Street Project, Inc.",,Winnipeg,MB,1,53590.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00256,189517,unmatched_new,other_org,,,
supportive_housing,Regina Qu'appelle Health Region,,Regina,SK,1,53333.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00212,241247,unmatched_new,other_org,,,
emergency_shelter,Regina Qu'appelle Health Region,,Regina,SK,1,53333.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00212,241247,unmatched_new,other_org,,,
supportive_housing,Brant Alcove Rehab. Services Inc.,,Brantford,ON,1,53006.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00168,150635,unmatched_new,other_org,,,
emergency_shelter,Brant Alcove Rehab. Services Inc.,,Brantford,ON,1,53006.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00168,150635,unmatched_new,other_org,,,
supportive_housing,Freedom Foundation of Nova Scotia,,Dartmouth,NS,1,52066.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00302,146276,unmatched_new,other_org,,,
emergency_shelter,Freedom Foundation of Nova Scotia,,Dartmouth,NS,1,52066.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00302,146276,unmatched_new,other_org,,,
supportive_housing,The Triage Emergency Services & Care Society,,Vancouver,BC,1,51143.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00255,209714,unmatched_new,other_org,,,
emergency_shelter,The Triage Emergency Services & Care Society,,Vancouver,BC,1,51143.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00255,209714,unmatched_new,other_org,,,
supportive_housing,Hébergement La Casa Bernard Hubert,,Longueuil,QC,1,50195.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00186,202647,unmatched_new,other_org,,,
emergency_shelter,Hébergement La Casa Bernard Hubert,,Longueuil,QC,1,50195.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00186,202647,unmatched_new,other_org,,,
transitional_housing,South Asian Women's Centre,,Toronto,ON,1,49980.0,2019,2019,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,This 60-month project will address organizational capacity needs to allow the South Asian Women’s Centre to continue promoting social and systemic change towards gender equality. Organizational capacity will be enhanced ,001-2023-2024-Q1-00129,28064,exact_bn,charity,129426425,649583.0,2024-03-31
transitional_housing,Sudbury Women's Centre,,Sudbury,ON,1,49886.0,2019,2019,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,This 59-month project will address organizational capacity needs to allow Sudbury Women's Centre to continue promoting social and systemic change towards gender equality. Organizational capacity will be enhanced through ,001-2023-2024-Q1-00117,42479,exact_bn,charity,821577004,861578.0,2024-03-31
supportive_housing,Centre de soir Denise-Masse Inc.,,Montréal,QC,1,49857.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00211,189629,unmatched_new,other_org,,,
emergency_shelter,Centre de soir Denise-Masse Inc.,,Montréal,QC,1,49857.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00211,189629,unmatched_new,other_org,,,
supportive_housing,Coverdale Centre for Women Inc,,Saint John,NB,1,49817.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00147,150703,unmatched_new,other_org,,,
emergency_shelter,Coverdale Centre for Women Inc,,Saint John,NB,1,49817.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00147,150703,unmatched_new,other_org,,,
supportive_housing,Stepping Stone Community Services Society,,Langley,BC,1,45989.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00177,202667,unmatched_new,other_org,,,
emergency_shelter,Stepping Stone Community Services Society,,Langley,BC,1,45989.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00177,202667,unmatched_new,other_org,,,
supportive_housing,Partners in Mission Food Bank,,Kingston,ON,1,45747.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00230,278024,unmatched_new,other_org,,,
emergency_shelter,Partners in Mission Food Bank,,Kingston,ON,1,45747.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00230,278024,unmatched_new,other_org,,,
supportive_housing,City of Regina,,Regina,SK,1,45000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00120,98737,unmatched_new,other_org,119429546,,
emergency_shelter,City of Regina,,Regina,SK,1,45000.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00120,98737,unmatched_new,other_org,119429546,,
supportive_housing,Alliance-Jeunesse Chutes de la Chaudière,,Saint-Rédempteur,QC,1,44677.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00270,146266,unmatched_new,other_org,,,
emergency_shelter,Alliance-Jeunesse Chutes de la Chaudière,,Saint-Rédempteur,QC,1,44677.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00270,146266,unmatched_new,other_org,,,
supportive_housing,Le Bon Dieu dans la rue,,Montréal,QC,1,44468.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00179,146503,unmatched_new,other_org,,,
emergency_shelter,Le Bon Dieu dans la rue,,Montréal,QC,1,44468.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00179,146503,unmatched_new,other_org,,,
supportive_housing,YMCA of Greater Moncton,,Moncton,NB,1,43000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00091,189522,unmatched_new,other_org,,,
emergency_shelter,YMCA of Greater Moncton,,Moncton,NB,1,43000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00091,189522,unmatched_new,other_org,,,
supportive_housing,Action-Réinsertion,,Montréal,QC,1,42752.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00035,246039,unmatched_new,other_org,,,
emergency_shelter,Action-Réinsertion,,Montréal,QC,1,42752.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00035,246039,unmatched_new,other_org,,,
supportive_housing,Centre Aide et Prévention Jeunesse de Lévis,,Lévis,QC,1,41361.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00063,189821,unmatched_new,other_org,,,
emergency_shelter,Centre Aide et Prévention Jeunesse de Lévis,,Lévis,QC,1,41361.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00063,189821,unmatched_new,other_org,,,
supportive_housing,Prince Albert Outreach Program Inc.,,Prince Albert,SK,1,40316.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00049,263085,exact_bn,other_org,856586136,,
emergency_shelter,Prince Albert Outreach Program Inc.,,Prince Albert,SK,1,40316.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00049,263085,exact_bn,other_org,856586136,,
